Navn_x,Breddegrad_x,Lengdegrad_x,Organisasjonsnummer,Navn_y,Breddegrad_y,Lengdegrad_y,Aktornavn,StatusDescription,GodkjentEtterLov,_merge
,,,995160439,,,,Trysil Montessoriskole SA,I drift,privatskoleloven,right_only
,,,874250732,,,,Tveit vidaregåande Skule Sti,I drift,privatskoleloven,right_only
,,,928612244,,,,Tverlandet Montessoriskole SA,I drift,privatskoleloven,right_only
,,,976203011,,,,Tyrifjord Barne og Ungdomsskole Adventistsamfunnets Grunnskoler,I drift,privatskoleloven,right_only
,,,969550105,,,,Tyrifjord videregående skole,I drift,privatskoleloven,right_only
,,,971316500,,,,Tønsberg Montessori Skole Sti,I drift,privatskoleloven,right_only
,,,998161576,,,,Ulvestad Barneskule AS,I drift,privatskoleloven,right_only
,,,970230459,,,,Unge Sjømenns Kristelige Forening,I drift,privatskoleloven,right_only
,,,989041819,,,,Val Skoler AS,I drift,privatskoleloven,right_only
,,,993887013,,,,Valdres Montessoriskule SA,I drift,privatskoleloven,right_only
,,,976202910,,,,Vatneli Skole Adventistkirkens grunnskole,I drift,privatskoleloven,right_only
,,,995357143,,,,Velledalen Montessoriskule AS,I drift,privatskoleloven,right_only
,,,988978132,,,,Vestborg Vgs AS,I drift,privatskoleloven,right_only
,,,998127688,,,,Vigmostad skole,I drift,privatskoleloven,right_only
,,,985811733,,,,Vike Montessoriskule SA,I drift,privatskoleloven,right_only
,,,971549327,,,,Vikten skole,I drift,privatskoleloven,right_only
,,,989954784,,,,Vinnes friskule,I drift,privatskoleloven,right_only
,,,991673032,,,,Vinterlandbruksskulen i Ryfylke Sti,I drift,privatskoleloven,right_only
,,,971557435,,,,Vinterlandbruksskulen på Jæren Sti,I drift,privatskoleloven,right_only
,,,818449852,,,,Voll Skole AS,I drift,privatskoleloven,right_only
,,,988962651,,,,Vollan skole,I drift,privatskoleloven,right_only
,,,989169556,,,,Vårtun Kristne Oppvekstsenter SA,I drift,privatskoleloven,right_only
,,,933126013,,,,Wang AS,I drift,privatskoleloven,right_only
,,,988114146,,,,Wang Fredrikstad AS,I drift,privatskoleloven,right_only
,,,913308263,,,,Wang Hamar AS,I drift,privatskoleloven,right_only
,,,916551045,,,,Wang Romerike AS,I drift,privatskoleloven,right_only
,,,988578533,,,,Wang Toppidrett Stavanger AS,I drift,privatskoleloven,right_only
,,,995350076,,,,Wang Tønsberg AS,I drift,privatskoleloven,right_only
,,,918473114,,,,Wang Ung Follo AS,I drift,privatskoleloven,right_only
,,,913893352,,,,Wang Ung Oslo AS,I drift,privatskoleloven,right_only
,,,918293876,,,,Wang Ung Sandefjord AS,I drift,privatskoleloven,right_only
,,,916551231,,,,Wang Ung Sandnes AS,I drift,privatskoleloven,right_only
,,,916551215,,,,Wang Ung Stavanger AS,I drift,privatskoleloven,right_only
,,,914953375,,,,Åmot Montessoriskole SA,I drift,privatskoleloven,right_only
,,,987044063,,,,Åmås friskule,I drift,privatskoleloven,right_only
,,,992463597,,,,Åse og Omegn Privatskolelag,I drift,privatskoleloven,right_only
,,,994517619,,,,Ølve Montessoriskule SA,I drift,privatskoleloven,right_only
,,,981065557,,,,Ørsnes privatskole,I drift,privatskoleloven,right_only
,,,976203070,,,,Østmarka skole,I drift,privatskoleloven,right_only
,,,990600708,,,,Øvergård montessoriskole,I drift,privatskoleloven,right_only
,,,989137913,,,,Øya videregående skole,I drift,privatskoleloven,right_only
,,,976837622,,,,Association Du Lycee Francais Rene Cassin D'oslo,I drift,opplæringsloven § 2-12,right_only
,,,973480634,,,,Den Tysk-Norske Skolen i Oslo avd Grunnskole Sporveisgata,I drift,opplæringsloven § 2-12,right_only
,,,960496671,,,,International School Of Stavanger Sti,I drift,opplæringsloven § 2-12,right_only
,,,976738454,,,,Stiftelse Oslo International School,I drift,opplæringsloven § 2-12,right_only
,,,974412020,,,,Stiftelsen International School Of Bergen,I drift,opplæringsloven § 2-12,right_only
,,,989331329,,,,Stiftelsen Kristiansand International School,I drift,opplæringsloven § 2-12,right_only
,,,871547262,,,,Acta-Imi Kirkens bibelskole,I drift,Kap. 6A - privatskoleloven,right_only
,,,889205512,,,,Ansgar Bibelskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,912333221,,,,Bergen Bibelskole Sti,I drift,Kap. 6A - privatskoleloven,right_only
,,,989071483,,,,Bibelskolen Bildøy Bergen AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,989041800,,,,Bibelskolen Fjellhaug AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,896740202,,,,Bibelskolen Link,I drift,Kap. 6A - privatskoleloven,right_only
,,,987091576,,,,Bibelskolen Oslo Kristne Senter Sti,I drift,Kap. 6A - privatskoleloven,right_only
,,,980892158,,,,Bibelskolen Substans,I drift,Kap. 6A - privatskoleloven,right_only
,,,971517441,,,,Bibelskolen i Grimstad Normisjon,I drift,Kap. 6A - privatskoleloven,right_only
,,,974938170,,,,Bibelskolen i Trondheim Sti,I drift,Kap. 6A - privatskoleloven,right_only
,,,988884286,,,,Bibelskolen på Fossnes,I drift,Kap. 6A - privatskoleloven,right_only
,,,887769982,,,,Credo bibelskole,I drift,Kap. 6A - privatskoleloven,right_only
,,,974974770,,,,Evangeliesenterets bibelskole,I drift,Kap. 6A - privatskoleloven,right_only
,,,974950960,,,,Filadelfia bibelskole,I drift,Kap. 6A - privatskoleloven,right_only
,,,988982938,,,,Fjellheim Bibelskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,915157068,,,,Josef Akademi AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,993855545,,,,Kragerø Kunstskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,857496892,,,,Lev Bibelskole Sti,I drift,Kap. 6A - privatskoleloven,right_only
,,,989129090,,,,Misjonsskolen Gå Ut Senteret,I drift,Kap. 6A - privatskoleloven,right_only
,,,986254676,,,,Motio AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,952564730,,,,Norsk Yrkesdykkerskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,988545724,,,,Oslo Fotokunstskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,987374969,,,,Prosjektskolen AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,983384315,,,,Stiftelsen Spin Off Forstudium,I drift,Kap. 6A - privatskoleloven,right_only
,,,968692798,,,,Strykejernet Kunstskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,889193352,,,,Troens Bevis Bibel og Misjons Institutt,I drift,Kap. 6A - privatskoleloven,right_only
,,,914942276,,,,Tønsberg Bibelskole AS,I drift,Kap. 6A - privatskoleloven,right_only
,,,999172520,,,,Urtehagen videregående Privatskole Sti,I drift,Kap. 6A - privatskoleloven,right_only
