Navn,Lengdegrad,Breddegrad
Meisingset oppvekstsenter avd skole,8.29336,62.86216
Tingvoll barne- og ungdomsskole,8.1975,62.91451
Batnfjord skule,7.67681,62.89292
Frei skole,7.78427,63.03711
Rensvik skole,7.8134,63.09557
Kårvåg barneskole,7.47234,63.01738
Eide ungdomsskole,7.44626,62.91906
Eide barneskole,7.44583,62.91813
Haukås skole,7.16963,62.85434
Bud skule,6.92052,62.90628
Tornes skule,7.03238,62.84367
Jendem skole,7.02096,62.78803
Hustad skole,7.11461,62.96097
Julsundet skole,6.99286,62.77263
Åmli skule,8.49699,58.77133
Valstrand skole,8.23979,58.3228
Engesland skole,8.11808,58.5294
Herefoss skole,8.353080511927965,58.51920601260575                                      # Hentet fra Google Maps
Birkeland skole,8.24205,58.32005
Lillesand kommune - Brentemoen skole,8.3775,58.25108
Lillesand kommune - Lillesand ungdomsskole,8.36172,58.25707
Myra skole,8.73301,58.48456
Eydehavn skole,8.86922,58.50947
Flosta skole,8.97288,58.5532
Nesheim skole,8.78185,58.51719
Vestre Sandøya skole,9.05161,58.59029
Lyngmyr skole,8.9353,58.62877
Abel skole,9.09501,58.8392
Birkenlund skole,8.7921,58.47079
Moltemyr skole,8.76336,58.47651
Hope oppvekstsenter Avdeling skole,9.14603,58.68945
Bell skole,11.03398,63.2282
Hommelvik ungdomsskole,10.80167,63.40884
Vikhammer skole,10.63686,63.43884
Hommelvik skole,10.80616,63.41258
Støren ungdomsskole,10.287359485113228,63.03605498497173                                      # Hentet fra Google Maps
Singsaas Oppvekstområde avd skole,10.651899764208792,62.941022483573775                                      # Hentet fra Google Maps
Budal Oppvekstområde avd skole,10.48209,62.88299
Støren barneskole,10.28624,63.03336
Røros skole,11.36994,62.57777
Glåmos skole,11.42784,62.67183
Brekken skole,11.86424,62.64935
Rennebu barne- og ungdomsskole,10.006655012500582,62.82970369132598                                      # Hentet fra Google Maps
Drivdalen skole,9.61556,62.53419
Oppdal ungdomsskole,9.68757,62.5951
Strand barne- og ungdomsskole,10.45734,64.32214
Brandsfjord barne- og ungdomsskole,10.42136,64.18802
Botngård barneskole,9.81518,63.7644
Vallersund oppvekstsenter,9.74536,63.85144
Mælan skole,10.13275,63.75319
Åsly skole,9.96192,63.58683
Lysheim skole,9.66907,63.61047
Lensvik skole,9.68933,63.45424
Opphaug skole,9.69326,63.72675
Nabeita skole,8.78969,63.69761
Mausund oppvekstsenter avd skole,8.65426,63.86527
Dyrøy oppvekstsenter avd skole,8.68618,63.79679
Nordskag oppvekstsenter avd skole,8.55516,63.70618
Sørburøy skole,9.07581,63.9754
Ven skole,9.27622,63.35138
Tustna barne- og ungdomsskole,7.96314,63.15836
Lysekloster barneskule,5.38865,60.21145
Nore Neset barneskule,5.41224,60.17816
Os barneskule,5.46895,60.18896
Lunde barneskule,5.44031,60.16113
Søfteland barneskule,5.4525,60.23634
Strøno barneskule,5.34874,60.17399
Os ungdomsskule,5.46958,60.18876
Samnanger ungdomsskule,5.75575,60.37432
Eikelandsosen barneskule,5.74027,60.247
Baldersheim barneskule,5.74423,60.14498
Ådlandsfjorden barneskule,5.65643,60.28252
Fusa ungdomsskule,5.74098,60.2462
Gullfjordungen skule,6.39373,60.62747
Evanger skule,6.11631,60.64739
Bjørgum skule,6.53676,60.61622
Bulken skule,6.31598,60.62779
Vossestrand barne- og ungdomsskule,6.48576,60.78081
Gjernes skule,6.4203,60.61488
Palmafossen skule,6.47012,60.63619
Vangen skule,6.42287,60.62816
Granvin barne- og ungdomsskule,6.72197,60.52725
Brakanes barne- og ungdomsskule,6.91108,60.56826
Hauso barne- og ungdomsskule,6.64201,60.375
Opedal skule,6.65823,60.32923
Vikebygd skule,6.57283,60.25942
Odda ungdomsskole,6.54404,60.05687
Røldal skule,6.81371,59.832
Tyssedal barneskole,6.55975,60.11775
Jondal skule,6.25304,60.27856
Øyatun skule,5.70443,59.79325
Halsnøy skule,5.67879,59.79728
Bringedalsbygda skule,5.79585,59.92238
Omvikdalen skule,5.98641,59.94119
Hatlestrand barne- og ungdomsskule,5.91793,60.05827
Valen skule,5.78567,59.82914
Malmanger skule,6.01195,59.9832
Sunde skule,5.71279,59.83595
Uskedalen skule,5.86127,59.93322
Åkra skule,6.09571,59.7905
Husnes barneskule,5.74123,59.85461
Onarheim skule,5.62935,59.94912
Tysnes skule,5.53794,60.04089
Selevik skule,5.32401,59.82234
Rimbareid barne- og ungdomsskule,5.31876,59.91428
Gilje skule,5.19227,59.7718
Meling skule,5.141,59.79167
Rubbestadneset skule,5.25755,59.81429
Moster skule,5.34775,59.71138
Hillestveit skule,5.21021,59.60076
Svortland skule,5.19183,59.79056
Bremnes ungdomsskule,5.18686,59.7925
Auklandshamn skule,5.38627,59.63804
Valestrand oppvekstsenter avd skule,5.4858,59.70269
Førde skule,5.47242,59.60975
Vik oppvekstsenter,5.58983,59.59827
Ølen skule,5.81496,59.60521
Skånevik skule,5.93268,59.73168
Enge skule,5.94255,59.66677
Bykle barne- og ungdomsskule,7.35842,59.35639
Valle skule,7.53209,59.19982
Byglandsfjord skule,7.81307,58.6669
Bygland skule,7.79921,58.83258
Evje ungdomsskule,7.819670238914341,58.590457053282                                      # Hentet fra Google Maps
Hornnes barneskule,7.7637,58.56765
Evje barneskule,7.82098,58.59093
Iveland skole,7.92013,58.4569
Sandnes skole,8.87593,58.48522
Asdal skole,8.69377,58.4343
Rykene oppvekstsenter avd skole,8.63316,58.41159
Nedenes skole,8.70868,58.41277
Strømmen oppvekstsenter avd skole,8.74261,58.45005
Svinndal skole,11.01519,59.42352
Våler ungdomsskole,10.85803561011132,59.4901140410642                                      # Hentet fra Google Maps
Vang skole og ressurssenter,10.68987,59.38288
Ekholt skole,10.67977,59.41083
Larkollen skole,10.67215,59.33284
Halmstad skole,10.7441,59.38067
Råde kommune Karlshus skole,10.86831,59.34949
Grålum barneskole,11.05779,59.29091
Hafslundsøy barneskole,11.14669,59.28579
Jelsnes barneskole,11.16488,59.37511
Lande barneskole,11.10402,59.29029
Kirkeng skole,11.42133,59.35728
Os skole,11.31117,59.43981                              # Rakkestad
Bergenhus skole,11.34899,59.4205
Kirkelund skole,11.17118,59.47102
Rom skole,11.128697775381386,59.590564929204746                                      # Hentet fra Google Maps
Moen skole,11.16539,59.56887
Korsgård skole,11.19665,59.58923
Spydeberg skole,11.068,59.59645
Hovin skole,11.07902,59.62325
Hafslund ungdomsskole,11.14423,59.27245
Sandbakken barne- og ungdomsskole,11.18007,59.24791
Hornnes barneskole,11.1931,59.20897
Navestad barneskole,11.137957140790943,59.25675869557785                                      # Hentet fra Google Maps
Ullerøy barneskole,11.14501,59.1662
Hafslund barneskole,11.14222,59.27147
Varteig barne- og ungdomsskole,11.17997,59.34918
Hoppern skole,10.62867,59.43464
Bytårnet skole,10.66868,59.43253
Reier skole,10.6302,59.4294
Krapfoss skole,10.68174,59.43306
Refsnes skole,10.61942,59.43984
Sandesundsveien barneskole,11.10406,59.27792
Kruseløkka ungdomsskole,11.10397,59.28555
Bugøynes oppvekstsenter avd skole,29.64091,69.9735
Kirkenes skole,30.05829,69.72345
Sirma oppvekstsenter,27.39838798382076,70.01502610202911                                      # Hentet fra Google Maps
Boftsa oppvekstsenter Avdeling skole,28.17715,70.3794
Austertana oppvekstsenter Avdeling skole,28.51064,70.43674
Skjånes skole,28.0965436540853,70.79848621670517                                      # Hentet fra Google Maps
Mehamn skole,27.85249,71.0349
Lebesby oppvekstsenter Avdeling skole,26.99909,70.57378
Kjøllefjord skole,27.35784,70.94521
Lakselv barneskole,24.96751,70.04777
Børselv skole,25.567010829583577, 70.31543792086157                                      # Hentet fra Google Maps
Honningsvåg skole,25.97738,70.97836
Gunnarnes skole,24.112017841251394, 70.99840674729954                                      # Hentet fra Google Maps
Havøysund skole,24.65820423516843, 70.99927638586321                                      # Hentet fra Google Maps
Kokelv oppvekstsenter,24.64101,70.61227
Kvalsund skole,23.97351,70.4985
Akkarfjord oppvekstsenter,23.416186929603132,70.79045529344123                                      # Hentet fra Google Maps
Høgtun skole,22.3535,70.25198
Talvik skole,22.94359,70.04195
Øvre Alta skole,23.26571,69.92764
Bossekop skole,23.24479,69.95969
Elvebakken skole,23.36457,69.97108
Tverrelvdalen skole,23.43278,69.93293
Rafsbotn skole,23.52979,70.01908
Leirbotn skole,23.39367209703503, 70.12082243871949                                      # Hentet fra Google Maps
Kautokeino skole,23.04332,69.0118
Máze Skuvla/Masi skole Máze skole,23.673176133219002,69.44900418446262                                  # Hentet fra Google Maps
Vadsø kommune Vestre Jakobselv oppvekstsenter avd skole,29.33538,70.1126
Vardø kommune grunnskole,31.11392,70.36958
Breilia skole,23.69911,70.6666
Sørenget oppvekstsenter avd skole,11.54141,64.5307
Otterøy oppvekstsenter avd skole,11.26684,64.53987
Hegra barneskole,11.10873,63.4699
Haraldreina skole,10.97513,63.46186
Lånke skole,10.93973,63.44151
Skjelstadmark oppvekstsenter skole,11.0844,63.51712
Elvran skole,11.07242,63.39305
Forradal oppvekstsenter skole,11.35675,63.4961
Halsen barneskole,10.92725,63.47209
Frosta skole,10.737,63.58631
Nesheim skole,11.25876,63.75129
Åsen barne- og ungdomsskole,11.05178,63.61184
Ekne barneskole,11.04056,63.69613
Verdalsøra ungdomsskole,11.48322,63.79976
Stiklestad skole,11.56124,63.80017
Vinne skole,11.48956,63.77347
Verdalsøra barneskole,11.48322,63.79976
Mosvik skole,11.00676,63.81896
Folla skole,11.10672,63.98638
Malm skole,11.21637,64.07011
Aa skole,9.50263,63.39916
Svanem skole,8.98357,63.39442
Blussuvoll skole,10.43033,63.42022
Spongdal skole,10.1636,63.35498
Sunnland skole,10.40594,63.39911
Sverresborg skole,10.36604,63.41807
Ugla skole,10.33868,63.39975
Åsheim ungdomsskole,10.34018,63.34988
Åsveien skole og ressurssenter,10.36922,63.41508
Åsheim barneskole,10.34322,63.3508
Strindheim skole,10.45556,63.43384
Solbakken skole,10.52454,63.40331
Rye skole,10.14463,63.41967
Ranheim skole,10.52283,63.42996
Nypvang skole,10.29966,63.33163
Berg skole,10.41611,63.41961
Breidablikk skole,10.36105,63.34921
Nyborg skole,10.35287,63.41031
Lade skole,10.43633,63.44725
Ila skole,10.371420117391915,63.430680927161625                                     # Hentet fra Google Maps - Trondheim
Charlottenlund barneskole,10.48704,63.42622
Bratsberg skole,10.48092,63.34968
Åsvang skole,10.45236,63.41138
Bispehaugen skole,10.41493,63.43203
Lilleby skole,10.43476,63.4407
Byåsen skole,10.36167,63.39932
Øyfjell oppvekstsenter avd skule,8.18725,59.57481
Rauland skule avd skule,8.06452,59.69463
Åmot skule avd skule,7.99063,59.57256
Edland skule avd skule,7.59825,59.73841
Gimle skule,8.08643,59.18645
Kyrkjebygda oppvekstsenter Avdeling skule,8.50146,59.16628
Brunkeberg oppvekstsenter avd skule,8.494562825452144,59.40204975222643                                      # Hentet fra Google Maps
Kviteseid skule,8.47345,59.41099
Seljord barneskule,8.6242,59.48382
Folkestad skule,9.04621,59.43703
Bø skule,9.07598,59.41411
Kroken skole,9.16117,58.97067
Tørdal skule,8.81352,59.15406
Sannidal skole,9.29431,58.89345
Kragerø skole,9.40908,58.86749
Rugtvedt skole,9.67337,59.03966
Rønholt skole,9.57144,58.9739
Langesund barneskole,9.73311,59.00496
Midtbygda skole,9.70943,59.27122
Heddal barneskole,9.17029,59.58154
Menstad ungdomsskole,9.64731,59.17261
Gjerpen ungdomsskole,9.6052,59.22573
Moflata skole,9.59431,59.18707
Venstøp skole,9.57226,59.24783
Skotfoss oppvekstsenter avd skole,9.52646,59.21409
Lunde barneskole,9.60366,59.20712
Klyve skole,9.62888,59.15196
Kjørbekkhøgda skole,9.61495,59.17822
Gjerpen barneskole,9.60809,59.22551
Bølehøgda skole,9.63713,59.18488
Buer skole,9.66168,59.16915
Bratsbergkleiva skole,9.61632,59.2058
Mæla ungdomsskole,9.58538,59.21857
Kjølnes ungdomsskole,9.66517,59.14039
Tveten ungdomsskole,9.69903,59.11631
Vestsiden skole,9.63823,59.14603
Myrene skole,9.67071,59.13621
Langangen skole,9.81013,59.08228
Klevstrand skole,9.65119,59.11791
Heistadskolene avd Barn,9.68191,59.08618
Grønli skole,9.65461,59.12486
Brevik oppvekstsenter avd skole,9.69213,59.05629
Borge skole,9.6753,59.15304
Valle skule,6.66215,62.47832
Skodje barne- og ungdomsskole avd barneskole,6.67419,62.50317
Eidsdal skule,7.16065,62.25459
Sæbø skule,6.47397,62.20691
Dalane skule,6.23097,62.15972
Hovden skule,6.08072,62.18515
Velle skule,6.12813,62.19557
Vartdal skule,6.09106,62.29841
Dalsfjord skule,5.93849,62.11305
Folkestad skule,6.03163,62.11789
Hjørungavåg skule,6.05886,62.34636
Hareid skule,6.02485,62.37053
Haddal skule,5.87549,62.28223
Ulsteinvik barneskule,5.85062,62.34481
Hasund skule,5.84286,62.31652
Ulstein skule,5.82667,62.35675
Kvamsøy barne- og ungdomsskule,5.41355,62.20102
Larsnes skule,5.57266,62.20862
Fiskå skule,5.56312,62.10251
Myklebust skule,5.73959,62.08755
Nordlandet ungdomsskole,7.76283,63.11322
Atlanten ungdomsskole,7.73705,63.12786
Innlandet skole,7.72955,63.10365
Allanengen skole,7.72847,63.11479
Solevåg skule,6.31234,62.42761
Mork skule,6.02412,62.1688
Øyra skule,6.07907,62.1483
Hornindal skule,6.51947,61.97677
Olden skule,6.80842,61.83388
Loen skule,6.84637,61.86781
Tonning skule,6.71863,61.90564
Oppstryn skule,7.11148,61.91597
Nordsida skule,6.52543,61.85442
Vikane skule,6.61687,61.85073
Sandane skule,6.22019,61.77199
Stårheim skule,5.76296,61.91922
Haugen skule,5.88395,61.92485
Hjelle skule,6.07932,61.91893
Nordfjordeid skule,5.99384,61.91166
Flatraket skule,5.22484,61.97483
Stadlandet skule,5.33224,62.11187
Skram skule,5.17318,61.91862
Skavøypoll skule,5.15495,61.91805
Raudeberg skule,5.13453,61.98594
Vågsøy ungdomsskule,5.11767,61.94144
Kalvåg Oppvekst Frøyen skule,4.87552,61.76749
Kolset Oppvekst avd skule,5.3139,61.87073
Davik Oppvekst avd skule,5.53841,61.8877
Hauge Oppvekst avd skule,4.96007,61.84093
Svelgen Oppvekst avd skule,5.28644,61.76632
Naustdal skule,5.71558,61.51234
Sunde skule,5.93581,61.42863
Holsen skule og barnehage avd skule,6.157196354363368,61.4184866934948                                      # Hentet fra Google Maps
Førde barneskule,5.86212,61.45443
Skei skule,6.48836,61.5791
Vassenden skule,6.11883,61.49061
Bygstad skule,5.67005,61.38038
Flekke skule,5.3581,61.31916
Askvoll skule,5.09256,61.34683
Bulandet skule,4.61956,61.2846
Atløy skule,5.02437,61.32598
Gjelsvik skule,5.36522,61.46203
Hafslo barne- og ungdomsskule,7.20251,61.31396
Gaupne skule,7.29136,61.40322
Skjolden oppvekstsenter skule,7.60247,61.49131
Indre Hafslo oppvekstsenter skule,7.26705,61.36328
Veitastrond oppvekstsenter skule,7.03063,61.48349
Jostedal oppvekstsenter skule,7.29305,61.60443
Luster oppvekstsenter skule,7.46005,61.44473
Tangen skule,7.7126,61.2432
Farnes skule,7.802100839061353,61.30936833565129                                      # Hentet fra Google Maps
Borgund skule,7.85325,61.08142
Norane skule,7.015616885042682,61.181129641410855                                      # Hentet fra Google Maps
Kaupanger skule,7.22444,61.18848
Trudvang skule,7.09908,61.23269
Leikanger ungdomsskule,6.81678,61.18535
Feios skule,6.76584,61.14925
Fjordtun oppvekstsenter avd skule,6.539,61.27167
Fjærland oppvekstsenter avd skule,6.73881,61.39809
Sagatun skule avd skule,6.52565,61.20571
Husabø skole,6.00098,58.4478
Rossabø skole,5.2982,59.40476
Røvær skole,5.0900796696336865,59.43793212162261                                      # Hentet fra Google Maps
Saltveit skole,5.28503,59.46875
Lillesund skole,5.28154,59.4065
Hauge skole,5.26386,59.42038
Håvåsen skole,5.28853,59.40118
Kiellands Minde skole,6.49746,58.52586
Heskestad skule,6.34291,58.53071
Lund ungdomsskole,6.5518,58.45263
Nygård barneskole,6.55256,58.45059
Ogna skule,5.80888,58.51772
Vigrestad skule,5.69331,58.57014
Varhaug skule,5.65207,58.61662
Høyland skule,5.59358,58.68603
Nærbø ungdomsskule,5.63907,58.67022
Vigrestad storskule,5.70254,58.56992
Bø skule,5.65186,58.66908
Orre skule,5.57078,58.71797
Tu skule,5.6415,58.74541
Engelsvoll skule,5.68412,58.77789
Bore skule,5.60388,58.78849
Klepp ungdomsskule,5.6423,58.77704
Undheim skule,5.76892,58.68613
Hognestad skule,5.66016,58.70572
Bryne ungdomsskule,5.64313,58.73405
Bryne skule,5.64548,58.73309
Dirdal skole,6.21797,58.81594
Oltedal skole,6.0342,58.82651
Gjesdal ungdomsskole,5.86695,58.76892
Ålgård skole,5.85753,58.76467
Skadberg skole,5.66776,58.88323
Røyneberg skole,5.66542,58.90446
Grannes skole,5.68241,58.91805
Haga skole,5.6033,58.93771
Dysjaland skule,5.60066,58.84069
Forsand skule,6.13249,58.89709
Tau skole,5.92412,59.06347
Nordre Strand skole,6.00074,59.11327
Jørpeland ungdomsskole,6.031651270386151,59.030125805599134                                      # Hentet fra Google Maps
Fjelltun skole,6.02872,59.0271
Hjelmeland skule,6.17003,59.23051
Fister skule,6.07864,59.17538
Årdal skule,6.19264,59.15592
Austarheim skule,6.38037,59.65779
Fløgstad skule,6.36209,59.65459
Sjernarøy oppvekstsenter Avdeling skule,5.84305,59.25506
Fogn oppvekstsenter Avdeling skule,5.90267,59.13848
Mosterøy skole,5.66926,59.07874
Rennesøy skule,5.69775,59.10529
Bokn skule,5.43713,59.23001
Førland skule,5.47734,59.39506
Førre skole,5.38418,59.42827
Åkra ungdomsskole,5.19598,59.25552
Skudenes ungdomsskole,5.25244,59.15337
Kopervik skole,5.2946,59.28819
Ferkingstad skole,5.19395,59.22166
Sevland skole,5.20259,59.27278
Norheim skole,5.32131,59.37912
Avaldsnes skole,5.28012,59.35324
Åkra skole,5.19037,59.25987
Skudeneshavn skole,5.26292,59.15199
Ådland skole,5.20251,59.24282
Håvik skole,5.28691,59.31859
Kolnes skole,5.37246,59.38863
Veavågen skole,5.22576,59.29239
Bø ungdomsskole,5.27686,59.36463
Utsira skole,4.88728,59.30596
Søre Ål barneskole,10.47576,61.09448
Jørstadmoen skole,10.39278,61.15426
Vingar skole,10.42793,61.10813
Åretta ungdomsskole,10.47674,61.10116
Hammartun skole,10.462617471548219,61.11288668128077                                      # Hentet fra Google Maps
Vindingstad skole,10.69861,60.77361
Lundstein skole,10.66308,60.84294
Grande skole,10.58468,60.81088
Fredheim skole,10.67428,60.81151
Blomhaug skole,10.64961,60.78699
Gjøvik skole,10.68429,60.79509
Dovre barneskole,9.12522,62.07814
Lesjaskog skule,8.38074,62.23122
Lesja skule,8.85778,62.11784
Skjåk barne- og ungdomsskule,8.26267,61.88362
Lom ungdomsskule,8.564,61.83881
Loar skule,8.56059,61.83842
Lalm skule,9.27913,61.81388
Vågå ungdomsskule,9.09902,61.87193
Vågåmo skule,9.09782,61.87215
Heidal skule,9.32198,61.75112
Otta ungdomsskole,9.54101,61.77595
Otta skole,9.5411,61.77479
Sør-Fron ungdomsskule,9.8465,61.56904
Barhaug skole,9.72974,61.59859
Sødorp skole,9.76489,61.59126
Kvam skole,9.70238,61.66624
Fåvang skole,10.19993,61.45568
Aurvoll skole,10.30608,61.31469
Follebu skole,10.27969,61.22117
Forset skole,10.1472,61.20114
Fjerdum skole,10.20852,61.234
Kapp skole,10.8779,60.71184
Hoffsvangen skole,10.84169,60.68468
Totenviken skole,11.00537,60.64526
Vilberg skole,10.8302,60.6489
Stange skole,10.91059,60.63578
Bøverbru skole,10.68086,60.66447
Thune skole,10.62212,60.61586
Kolbu skole,10.72574,60.64137
Reinsvoll skole,10.6256,60.67781
Raufoss skole,10.5994,60.7239
Jevnaker ungdomsskole,10.36766,60.24009
Grua skole,10.66027,60.25888
Harestua skole,10.71323,60.21162
Gran ungdomsskole,10.58111,60.35662
Jaren skole,10.56592,60.41833
Fredheim skole,10.46331,60.39121
Trintom skole,10.58614,60.35939
Sanne skole,10.53336,60.36706
Brandbu ungdomsskole,10.51288,60.41961
Odnes skole,10.17093,60.80376
Fryal skole,10.35548,60.68319
Nord-Aurdal barneskole,9.24291,60.98782
Rogne skule,9.12742,61.08163
Engerdal barne- og ungdomsskole,11.92107,61.81932
Vingelen skole,10.86702,62.4144
Dalsbygda skole,11.11372,62.52804
Tolga skole,10.99815,62.41099
Alvdal ungdomsskole,10.63809,62.10307
Folldal skole,9.9854,62.13268
Sollia barne- og ungdomsskole,10.23966,61.84264
Koppang skole,11.06364,61.5673
Jordet skole,12.12711,61.41579
Innbygda skole,12.26739,61.31619
Vestad skole,11.5404,60.8865
Lillemoen skole,11.6255,60.82607
Frydenlund skole,11.56856198503141,60.880542795488466                                      # Hentet fra Google Maps
Elverum ungdomsskole,11.55874,60.88738
Våler barne- og ungdomsskole,11.83006,60.67377
Åsnes ungdomsskole,12.02024,60.61237
Grue barne- og ungdomsskole,12.05459,60.45041
Magnor skole,12.17173,59.94574
Skotterud skole,12.13499,59.98502
Sand sentralskole,11.53826,60.38789
Espa skole avd skole,11.26085,60.55675
Arstad skole,11.11357,60.76977
Drøbak skole,10.6345,59.66742
Dal skole,10.69767,59.7449
Seiersten ungdomsskole,10.63815,59.66853
Tangenåsen ungdomsskole,10.6626,59.85506
Myklerud skole,10.61297,59.74627
Berger skole,10.67662,59.83738
Fjellstrand skole,10.62366,59.79605
Jaer skole,10.68965,59.79093
Nesoddtangen skole,10.66504,59.85408
Hellerasten ungdomsskole,10.81486,59.81317
Kolbotn skole,10.80432,59.81297
Sofiemyr skole Holbergsvei,10.81771,59.79897
Greverud skole,10.810749740809856,59.76825040623784                                      # Hentet fra Google Maps
Vesterskaun skole,11.16526,60.02161
Sørum skole,11.2360882,60.01116210000001
Sørumsand skole,11.23312,59.9791
Bingsfoss ungdomsskole,11.25086,59.98803
Riddersand skole,11.16945,59.91624
Dalen skole,11.21851,59.87677
Hovinhøgda skole,11.1416,59.93242
Stranden skole,11.16464,59.8227
Ytre Enebakk skole,11.05672,59.72136
Kirkebygden barne- og ungdomsskole,11.14976,59.76635
Fjellsrud skole,10.97609,59.93686
Hammer skole,10.983,59.92393
Solheim skole,10.95497,59.92948
Fjellhamar skole,10.97821,59.93876
Kirkeby skole,10.88335,60.10168
Rotnes skole,10.87345,60.05494
Slattum skole,10.91583,60.01066
Nittedal ungdomsskole,10.87823,60.05326
Gjerdrum barneskole,11.03701,60.07141
Allergot ungdomsskole,11.17804,60.13983
Nordby ungdomsskole,11.16956,60.1502
Hovin skole,11.12685,60.14704
Åreppen skole,11.13338,60.08599
Algarheim skole,11.25014,60.14443
Nordkisa skole,11.25902,60.19006
Jessheim skole og ressurssenter,11.17576,60.14764
Vormsund ungdomsskole,11.42759,60.15893
Årnes skole,11.47633,60.12959
Fenstad skole,11.3999,60.21518
Framtun skole,11.40958,60.06083
Østgård skole,11.53127,60.1193
Skogbygda skole,11.51528,60.22874
Runni ungdomsskole,11.47732,60.1306
Råholt ungdomsskole,11.16818,60.28334
Råholt skole,11.18877,60.27345
Ås skole,11.21588,60.3297
Vilberg skole,11.26148,60.33216
Feiring skole,11.15423,60.49179
Eidsvoll Verk skole,11.15835,60.29356
Vilberg ungdomsskole,11.25974,60.33475
Eltonåsen skole,11.01514,60.1313
Maura skole,11.03969,60.25838
Kringler-Slattum skole,10.99534,60.17143
Nannestad ungdomsskole,11.01273,60.21793
Vestby skole avd Garder,10.807646108136725,59.58099865498665                                      # Hentet fra Google Maps
Flatbygdi skule,6.57923,61.08113
Kyrkjebø skule,5.93799,61.16437
Vadheim oppvekstsenter avd skule,5.83401,61.21244
Lavik skule,5.51485,61.10487
Bjordal skule,5.79979,61.06765
Dalsøyra skule,5.14608,60.93166
Byrknes skule,4.83723,60.90147
Eikefjord barne- og ungdomsskule,5.46317,61.58979
Krokane skule,5.06443,61.59743
Brandsøy skule,5.13252,61.60211
Florø barneskole,5.03957,61.59882
Sinnes skule,6.88434,58.91347
Feda skole,6.81766,58.27094
Kvinlog skule,6.93218,58.52134
Liknes skole,6.96597,58.31329
Kollemo skule,7.21549,58.38353
Kvås skole,7.18524,58.24622
Å barneskole,7.09616,58.1591
Berge barneskole,7.06784,58.13627
Vigeland ungdomsskole,7.31206,58.08112
Spangereid skole,7.13556,58.04687
Nyplass skole,7.31206,58.08112
Konsmo skole,7.36069,58.29956
Åseral barne- og ungdomsskule,7.42114,58.61891
Laudal skole,7.49824,58.24744
Bjelland skole,7.52519,58.38324
Øyslebø skole,7.55864,58.17102
Langenes skole,7.85451,58.0784
Nygård skole,7.81658,58.09004
Tangvall skole,7.8108,58.09657
Songdalen skole,7.83051,58.15553
Finsland skole,7.58447,58.27295
Kvarstein skole,7.94168,58.23936
Vennesla skole,7.97106,58.27594
Moseidmoen skole,7.95748,58.26051
Sira skole,6.66025,58.41568
Gyland skole,6.83401,58.37619
Hidra skole,6.55421,58.23296
Sunde skole,6.66902,58.2952
Vanse skole,6.69414,58.10476
Borhaug skole,6.5865,58.09995
Lardal skole,9.96427,59.40041
Teigar ungdomsskole,10.40063,59.24952
Torød skole,10.44013,59.18216
Føynland skole,10.44713,59.23659
Teie skole,10.4028,59.25217
Borgheim ungdomsskole,10.40543,59.22531
Kongseik ungdomsskole,10.42306,59.305
Ringshaug skole,10.4867,59.28484
Volden skole,10.49462,59.31305
Eik skole,10.42413,59.29403
Presterød skole,10.45992,59.274
Sem skole,10.33192,59.28522
Presterød ungdomsskole,10.46125,59.26969
Ramsum skole,10.29087,59.23985
Vennerød skole,10.23674,59.269
Bokemoa skole,10.29055,59.22107
Melsom skole,10.33853,59.23209
Stokke ungdomsskole,10.27787,59.22086
Kodal skole,10.13961,59.21566
Høyjord skole,10.13725,59.36738
Ramnes skole,10.24354,59.35573
Revetal ungdomsskole,10.26812,59.37483
Kirkevoll skole,10.27647,59.41775
Tangen skole,11.25896,60.61654
Breidablikk skole,11.24186,60.77695
Solvin skole,11.26005,60.73316
Vallset skole,11.34202,60.68149
Stange skole,11.19216,60.71917
Jønsrud skole,11.36735,60.86969
Østvang skole,11.35238,60.82371
Ådalsbruk skole,11.32931,60.78828
Lund skole,11.31299,60.83133
Lunden skole,11.19645,60.8382
Solvang skole,11.08562,60.80904
Ridabu skole,11.13668,60.80285
Ener ungdomsskole,11.12851,60.80672
Åsen skole,10.75389,61.02678
Lismarka skole,10.62836,61.07189
Kirkekretsen skole,10.90648,60.9203
Kirkenær skole,11.0214,60.84171
Stavsberg skole,11.05537,60.81938
Kylstad skole,11.0411,60.87411
Fagerlund skole,10.94015,60.89386
Mørkved skole,10.959,60.87028
Furnes ungdomsskole,11.0421,60.85073
Børstad ungdomsskole,11.08676,60.80413
Vestby skole,10.75724,59.59686
Greveløkka skole,11.06569,60.8028
Rollsløkken skole,11.08446,60.80041
Røra skole,11.39716,63.86037
Sandvollan skole,11.33409,63.94969
Inderøy ungdomsskole,11.28629,63.87729
Namsskogan skole,13.16154,64.9252
Namsskogan kommune Trones skole,12.84553,64.74178
Grong barne- og ungdomsskole,12.310209700512717,64.46486159826124                                      # Hentet fra Google Maps
Harran oppvekstsenter Avdeling skole,12.50127,64.56546
Hunn skole,11.76353,64.46292
Overhalla barne- og ungdomsskole,11.96167,64.49902
Jøa barne- og ungdomsskole,11.26487,64.65224
Utvorda skole,10.99062,64.58436
Foldereid oppvekstsenter avd skole,12.1783,64.9611
Nærøysundet skole,11.29174,64.85727
Gravvik oppvekstsenter avd skole,11.73045,64.98975
Kolvereid skole,11.59772,64.86328
Leka barne- og ungdomsskole,11.70651,65.09459
Mære skole,11.42979,63.93512
Byafossen skole,11.54267,64.02914
